変える,to change (st),Verb,旅行の日程を変えました。,I changed our travel schedule.,1,80
広い,"wide, big",Adjective,彼の家はとても広い。,His house is very big.,1,81
分かる,understand,Verb,質問の意味は分かりましたか。,Did you understand the meaning of the question?,1,82
数,(the) number,Noun,グラスの数が足りません。,There are not enough glasses.,1,83
近い,"near, close",Adjective,駅はここから近いです。,The station is near here.,1,84
そこ,there,Pronoun,そこに座ってください。,Please sit there.,1,85
走る,run,Verb,彼は毎晩3キロ走っています。,Every night he runs three kilometers.,1,86
売る,sell を,Verb,彼は家を売った。,He sold the house.,1,87
朝,morning,Noun,気持ちのいい朝です。,It's a pleasant morning.,1,88
教える,"teach, tell",Verb,彼は数学を教えています。,He teaches mathematics.,1,89
歩く,"walk, go on foot",Verb,駅まで歩きましょう。,Let's walk to the station.,1,90
すぐ,"at once, soon",Adverb,すぐ行きます。,I'll go right away.,1,91
会う,meet,Verb,また会いましょう。,Let's meet again.,1,92
部屋,room,Noun,私の部屋は2階にあります。,My room is on the second floor.,1,93
起こる,happen,Verb,町で大事件が起こりました。,There was a major incident in town.,1,94
秋,"autumn, fall",Noun,彼女は秋に結婚します。,She'll get married this fall.,1,95
難しい,difficult,Adjective,この本は難しいですね。,This book is difficult.,1,96
送る,send,Verb,彼の家に荷物を送りました。,I sent a package to his house.,1,97
死ぬ,die,Verb,犬が病気で死にました。,Our dog got sick and died.,1,98
乗る,"ride, take",Verb,駅からはタクシーに乗ってください。,Please take a taxi from the station.,1,99
安い,"inexpensive, cheap",Adjective,この服はとても安かった。,These clothes were very cheap.,1,100
書く,write,Verb,彼に手紙を書きました。,I wrote him a letter.,1,101
話す,"speak, tell",Verb,母と電話で話しました。,I spoke to my mother on the phone.,1,102
頭,head,Noun,今朝から頭が痛い。,I've had a headache since this morning.,1,103
体,"body, health",Noun,私は体が丈夫だ。,I'm physically strong.,1,104
ここ,here,Pronoun,ここに本があります。,There's a book here.,1,105
待つ,"wait, wait for",Verb,あなたが来るのを待っています。,I am waiting for you to come.,1,106
低い,"low, short",Adjective,彼は背が低い。,He's short.,1,107
もらう,receive,Verb,彼女からプレゼントをもらいました。,I got a present from her.,1,108
食べる,eat,Verb,昨日タイカレーを食べました。,I had Thai curry yesterday.,1,109
早い,early,Adjective,まだ学校へ行くには早い時間です。,It's still too early to go to school.,1,110
兄,older brother,Noun,兄は水泳が得意です。,My big brother is good at swimming.,1,111
名前,name,Noun,あなたの名前を教えてください。,Please tell me your name.,1,112
夫,husband,Noun,私の夫はサラリーマンです。,My husband is a company employee.,1,113
一,one,Noun,一から始めましょう。,Let's start from the beginning.,1,114
結婚,marriage,Verbal Noun,彼女は来月結婚します。,She's getting married next month.,1,115
親,parent,Noun,親の愛はありがたい。,We're grateful for our parents' love.,1,116
古い,old,Adjective,私は古い車が好きです。,I like old cars.,1,117
美しい,beautiful,Adjective,この絵は美しいです。,This picture is beautiful.,1,118
足,"leg, foot",Noun,彼は足が長い。,He has long legs.,1,119
次,next,Noun,次はいつ会いましょうか。,When shall we meet again?,1,120
起こす,wake up (someone),Verb,明日、6時に起こしてください。,Please wake me up tomorrow at six o'clock.,1,121
見せる,show,Verb,その写真を見せてください。,Please show me those pictures.,1,122
娘,"daughter, girl",Noun,私の娘はアメリカにいます。,My daughter is in the United States.,1,123
とても,very,Adverb,この本はとてもおもしろい。,This book is very interesting.,1,124
少し,"a little, a little while (polite)",Adverb,少し疲れました。,I'm a little tired.,1,125
質問,question,Verbal Noun,質問のある方はどうぞ。,Please feel free to ask any questions.,1,126
楽しむ,enjoy,Verb,今日は一人の時間を楽しみたい。,Today I would like to enjoy some time to myself.,1,127
色,color,Noun,すてきな色のセーターですね。,That sweater is a wonderful color.,1,128
みんな,"all, everybody",Noun,みんなにお菓子をあげましょう。,Let's give everyone some sweets.,1,129
取る,"take, get",Verb,テストでいい点を取った。,I got a good grade on the test.,1,130
勉強,study,Verbal Noun,私は日本語を勉強しています。,I'm studying Japanese.,1,131
できる,"can do, be good at",Verb,彼女はイタリア語が出来ます。,She knows Italian.,1,132
短い,"short, brief",Adjective,彼は足が短い。,His legs are short.,1,133
落ちる,"fall, go down",Verb,猿も木から落ちる。,Monkeys also fall from trees.,1,134
息子,son,Noun,うちの息子は大学1年生です。,My son's a college freshman.,1,135
白い,"white, blank (for paper)",Adjective,彼は歯が白い。,His teeth are white.,1,136
誰,"who, whom",Noun,誰と会ってみたいですか。,Who would you like to meet one day?,1,137
いつも,always,Adverb,彼女はいつも元気だ。,She's always full of energy.,1,138
飛行機,airplane,Noun,息子は飛行機のおもちゃが好きです。,My son likes toy airplanes.,1,139
勝つ,win,Verb,今日はヤンキースが勝った。,The Yankees won today.,1,140
病気,illness,Verbal Noun,祖父が病気になった。,My grandfather got sick.,1,141
冬,winter,Noun,カナダの冬はとても寒いです。,Canada's winters are very cold.,1,142
年,"year, age",Noun,新しい年が始まりました。,A new year has started.,1,143
重い,"heavy, serious (illness)",Adjective,このかばんは重いです。,This bag is heavy.,1,144
胸,chest,Noun,胸に少し痛みがあります。,I have a slight pain in my chest.,1,145
読む,read,Verb,彼女は雑誌を読んでいます。,She's reading the magazine.,1,146
払う,pay,Verb,私が払いましょう。,Let me pay for that.,1,147
軽い,"light, light weight",Adjective,この靴はとても軽い。,These shoes are very light.,1,148
見つける,find (something),Verb,新しい仕事を見つけました。,I found a new job.,1,149
いつ,when,Noun,彼女はいつ来ますか。,When is she coming?,1,150
友達,"friend, companion",Noun,私には友達がたくさんいます。,I have a lot of friends.,1,151
忘れる,"forget, leave behind",Verb,約束を忘れないでください。,Please don't forget your promise.,1,152
酒,"alcoholic drink, Japanese rice wine",Noun,彼女は酒に強い。,She holds her liquor well.,1,153
どちら,which,Noun,肉と魚とどちらが好きですか。,"Which do you prefer, meat or fish?",1,154
姉,older sister,Noun,姉は大学生です。,My big sister's a college student.,1,155
覚える,"memorize, learn",Verb,妹は平仮名を全部覚えました。,My little sister learned all the hiragana.,1,156
狭い,"narrow, restricted",Adjective,私の部屋は狭いです。,My room is small.,1,157
好き,"favorite, liked",Adjectival Noun,私はワインが好きです。,I like wine.,1,158
建てる,"build, erect",Verb,私たちは来年、家を建てます。,We're building a house next year.,1,159
どれ,"what, which",Noun,この中でどれが好きですか。,Which of these do you like?,1,160
赤い,red,Adjective,赤いバラを買いました。,I bought a red rose.,1,161
今日,today,Noun,今日は仕事がありません。,I have no work today.,1,162
着る,"wear, put on",Verb,今日はスーツを着ています。,I'm wearing a suit today.,1,163
笑う,"laugh, smile",Verb,赤ん坊が笑っています。,The baby is laughing.,1,164
一番,most,Adverb,彼はクラスで一番背が高い。,He's the tallest in class.,1,165
授業,"class, lesson",Verbal Noun,今日は日本語の授業があります。,There's going to be a Japanese class today.,1,166
週,week,Noun,その次の週は空いてますか。,Are you free the following week?,1,167
漢字,Chinese character,Noun,漢字は中国から来ました。,Kanji came from China.,1,168
自転車,bicycle,Noun,毎日、駅まで自転車で行きます。,I go to the station by bike every day.,1,169
電車,train,Noun,私は電車で通学しています。,I go to school by train.,1,170
探す,"search for, look for",Verb,彼は郵便局を探していました。,He was looking for the post office.,1,171
紙,paper,Noun,紙と鉛筆はありますか。,Do you have paper and pencil?,1,172
歌う,sing,Verb,私たちは大きな声で歌いました。,We sang loudly.,1,173
遅い,"slow, late",Adjective,前の車はとても遅い。,The car in front is very slow.,1,174
首,neck,Noun,きりんの首は長い。,Giraffes' necks are long.,1,175
速い,fast,Adjective,彼は走るのが速い。,He runs fast.,1,176
一緒に,"together, at the same time",Adverb,一緒に帰りましょう。,Let's go home together.,1,177
日記,diary,Noun,私は毎日、日記を付けています。,I keep a diary every day.,1,178
今月,this month,Noun,今月はとても忙しい。,I'm very busy this month.,1,179
遊ぶ,"have a good time, play",Verb,子供たちが公園で遊んでいる。,The children are playing in the park.,1,180
遠い,"far, distant",Adjective,家から学校までは遠いです。,It's a long way from my house to the school.,1,181
弱い,weak,Adjective,その子は体が少し弱い。,That child has a somewhat weak constitution.,1,182
耳,"ear, hearing",Noun,彼女は耳がよく聞こえません。,Her hearing isn't very good.,1,183
座る,"sit, sit down",Verb,私は窓側の席に座った。,I sat in a window seat.,1,184
右,right,Noun,右のポケットにハンカチが入っています。,There's a handkerchief in my right pocket.,1,185
浴びる,take a shower,Verb,私は朝、シャワーを浴びます。,I take a shower in the morning.,1,186
肩,shoulder,Noun,肩が凝りました。,My shoulders are stiff.,1,187
飲む,drink,Verb,友達とお酒を飲んでいます。,I'm drinking sake with a friend.,1,188
寝る,"sleep, go to sleep",Verb,もう寝よう。,Let's go to bed.,1,189
消す,"erase, turn off",Verb,昼間は電気を消してください。,Please turn the lights off during the day.,1,190
元気,"healthy, energetic",Adjective,おかげさまで元気です。,"I'm fine, thank you.",1,191
負ける,"lose, be defeated",Verb,私たちのチームはその試合で負けた。,Our team lost the game.,1,192
全部,"all, wholly",Adverb,それ、全部ください。,"I'd like all of those, please.",1,193
去年,last year,Noun,私は去年フランスへ行った。,I went to France last year.,1,194
引く,"pull, draw",Verb,このドアは引いてください。,Please pull this door open.,1,195
図書館,library,Noun,図書館で料理の本を借りた。,I borrowed a cookbook from the library.,1,196
上げる,"raise, improve",Verb,彼は荷物をあみだなに上げた。,He put the luggage on the luggage rack.,1,197
緑,"green, foliage",Noun,この町には緑がたくさんあります。,There's a lot of greenery in this town.,1,198
腕,arm,Noun,彼の腕は太い。,He has big arms.,1,199
ドア,door,Noun,ドアを開けてください。,Please open the door.,1,200
閉じる,"close (book, eyes, etc.)",Verb,教科書を閉じてください。,Please close your textbooks.,2,1
時,time,Noun,時の経つのは早い。,Time passes by quickly.,2,2
米,rice (grain),Noun,日本人はお米が大好きです。,Japanese people love rice.,2,3
切る,cut,Verb,この紙を半分に切ってください。,Please cut this paper in half.,2,4
線,"line, route (trainなど)",Noun,赤い線を2本引いて下さい。,Please draw two red lines.,2,5
決まる,be decided,Verb,旅行の日程が決まりました。,I've decided on my travel schedule.,2,6
楽しい,"fun, enjoyable",Adjective,彼はとても楽しい人です。,He's very fun to be with.,2,7
服,clothes,Noun,昨日、新しい服を買った。,I bought some new clothes yesterday.,2,8
後ろ,"back, behind",Noun,後ろを向いて。,Turn around.,2,9
嬉しい,"happy, glad",Adjective,彼に会えて嬉しかった。,I was glad to meet him.,2,10
腰,"hip, lower back",Noun,昨日から腰が痛い。,I've had a pain in my lower back since yesterday.,2,11
日曜日,Sunday,Noun,日曜日は海に行きました。,We went to the seaside on Sunday.,2,12
開ける,"open, unlock",Verb,窓を開けてください。,Please open the window.,2,13
昼,"daytime, midday, lunch",Noun,私は昼のドラマを毎日見ます。,I watch daytime dramas every day.,2,14
お母さん,mother,Noun,お母さんによろしくお伝えください。,Please give my best to your mother.,2,15
留学生,student studying abroad,Noun,彼は留学生です。,He's a foreign student.,2,16
大学生,university student,Noun,姉は大学生です。,My big sister's a college student.,2,17
終わり,"end, conclusion",Noun,夏休みももう終わりだ。,Summer vacation's already over.,2,18
背,"height, stature",Noun,彼女は背が高い。,She's tall.,2,19
手伝う,"help, assist",Verb,私が手伝いましょう。,Can I help you?,2,20
鼻,nose,Noun,鼻がかゆいです。,My nose itches.,2,21
起きる,occur,Verb,近所で盗難事件が起きました。,Some burglaries occurred in the neighborhood.,2,22
熱い,"hot (things, touch)",Adjective,このスープはとても熱い。,This soup is very hot.,2,23
載せる,"place, put on",Verb,皿にケーキを載せました。,I put the cake on the plate.,2,24
悲しい,sad,Adjective,その映画はとても悲しかった。,That movie was very sad.,2,25
愛する,"love, care for",Verb,私は家族を愛しています。,I love my family.,2,26
喋る,"chat, talk",Verb,彼女はよく喋るね。,"She really likes to chat, doesn't she?",2,27
近く,"vicinity, nearby",Noun,私の家は駅の近くです。,My house is near the station.,2,28
甘い,sweet,Adjective,このイチゴは甘い。,This strawberry is sweet.,2,29
テーブル,table,Noun,新しいテーブルを買いました。,I bought a new table.,2,30
食べ物,food,Noun,日本の食べ物はとても美味しいです。,Japanese food is very delicious.,2,31
始まる,begin が,Verb,新しい仕事が始まりました。,My new job started.,2,32
ゲーム,game,Noun,私たちはビデオゲームをした。,We played a video game.,2,33
十,ten,Noun,その子は指で十数えました。,The child counted to ten on her fingers.,2,34
天気,weather,Noun,今日はいい天気ですね。,It's nice out today.,2,35
暑い,hot (temperature of the air),Adjective,今日はとても暑い。,It's very hot today.,2,36
太い,"thick, fat",Adjective,彼女は足が太い。,She has fat legs.,2,37
晩,evening (usually from sunset to bedtime),Noun,晩ご飯は食べましたか。,Have you had dinner?,2,38
土曜日,Saturday,Noun,土曜日の夜はクラブに行きます。,I'm going to a club Saturday night.,2,39
神,"god, spirit",Noun,彼は神を信じている。,He believes in God.,2,40
痛い,painful,Adjective,今日は頭が痛いです。,I have a headache today.,2,41
お父さん,father,Noun,お父さんは会社員です。,My father's a company employee.,2,42
多分,"probably, perhaps",Adverb,彼女は多分家で寝ています。,She's probably sleeping at home.,2,43
時計,"clock, watch",Noun,時計を見たらちょうど3時だった。,I looked at the clock and it was exactly three.,2,44
泊まる,stay overnight,Verb,今日はこのホテルに泊まります。,I'm staying at this hotel today.,2,45
どうして,why,Adverb,どうして泣いているの。,Why are you crying?,2,46
掛ける,"hang, put on",Verb,夫の服をハンガーに掛けた。,I put my husband's clothes on a hanger.,2,47
曲がる,turn,Verb,そこを左に曲がってください。,Please turn left there.,2,48
おなか,stomach,Noun,おなかが空きました。,I'm hungry.,2,49
ミーティング,meeting,Noun,朝9時からミーティングが始まった。,The meeting started at 9 a.m.,2,50
閉める,"shut, close",Verb,ちゃんとドアを閉めてよ。,Close the door properly.,2,51
嫌い,dislike,Adjective,私はタバコが嫌いです。,I hate cigarettes.,2,52
金曜日,Friday,Noun,金曜日の夜は友達と出かけます。,I go out with my friends on Friday nights.,2,53
要る,"need, require",Verb,予約は要りません。,Reservations are not required.,2,54
無い,to not be,Adjective,ここには何も無い。,There's nothing here.,2,55
黄色い,yellow,Adjective,彼女に黄色いバラを買いました。,I bought her a yellow rose.,2,56
風邪,cold (illness),Noun,私は風邪を引きました。,I caught a cold.,2,57
優しい,"gentle, kind",Adjective,彼はとても優しい人です。,He's a very kind person.,2,58
晴れる,"be sunny, clear up",Verb,明日は晴れるといいですね。,I hope it'll be sunny tomorrow.,2,59
大好き,love,Adjective,私は犬が大好きだ。,I love dogs.,2,60
茶色,light brown,Noun,彼女は茶色の靴を履いています。,She's wearing brown shoes.,2,61
汚い,dirty,Adjective,彼の部屋はとても汚い。,His room is very dirty.,2,62
空く,"become empty, become less crowded",Verb,レストランは空いていました。,The restaurant was empty.,2,63
上る,"go up, climb up",Verb,猫が屋根に上っている。,The cat's up on the roof.,2,64
ご飯,"cooked rice, meal",Noun,私はパンよりご飯が好きだ。,I prefer rice to bread.,2,65
日,day,Noun,私たちは先月11日に結婚しました。,We got married last month on the 11th.,2,66
髪の毛,hair,Noun,髪の毛が伸びたね。,"Your hair's longer, isn't it?",2,67
つける,switch on,Verb,電気をつけてください。,Please turn on the light.,2,68
月曜日,Monday,Noun,月曜日に会いましょう。,Let's meet on Monday.,2,69
入る,enter,Verb,寒いので中に入ってください。,It's cold so please come inside.,2,70
片仮名,katakana,Noun,お名前を片仮名で書いてください。,Please write your name in katakana.,2,71
今週,this week,Noun,今週は日本語のテストがあります。,There's a Japanese test this week.,2,72
開く,open を/が,Verb,32ページを開いてください。,Please open to page 32.,2,73
水,water,Noun,水を一杯ください。,Please give me a glass of water.,2,74
あれ,that over there,Noun,あれは何ですか。,What's that?,2,75
二,two,Noun,その人には二回会った。,I met that person twice.,2,76
閉まる,"be shut, be closed",Verb,お店はもう閉まっていました。,The shop had already closed.,2,77
締める,"tighten, fasten",Verb,彼はシートベルトを締めた。,He fastened his seat belt.,2,78
まずい,"bad-tasting, bad",Adjective,ここの料理はまずい。,The food here is bad.,2,79
平仮名,hiragana,Noun,私は平仮名を全部読めます。,I can read all the hiragana.,2,80
曇る,become cloudy,Verb,明日は昼頃から曇るでしょう。,It'll probably get cloudy around noon tomorrow.,2,81
触る,"touch, feel",Verb,絵に触らないでください。,Please don't touch the painting.,2,82
だめ,no good,Adjectival Noun,彼はだめな男だ。,He's a loser.,2,83
書き直す,rewrite,Verb,この書類を書き直してください。,Please rewrite this document.,2,84
飲み物,"beverage, drink",Noun,何か飲み物が欲しいな。,I could really use something to drink.,2,85
木曜日,Thursday,Noun,木曜日は仕事が休みです。,Thursday is my day off work.,2,86
曜日,day of the week,Noun,曜日を間違えました。,I got the day of the week wrong.,2,87
そば,"side, vicinity",Noun,そばにいて下さい。,Stay with me.,2,88
こっち,here,Pronoun,こっちに来て下さい。,Please come here.,2,89
火曜日,Tuesday,Noun,火曜日に会議があります。,There's a meeting on Tuesday.,2,90
渇く,become thirsty,Verb,のどが渇きました。,I'm thirsty.,2,91
三,three,Noun,彼女は三人の子供の母親だ。,She's the mother of three children.,2,92
水曜日,Wednesday,Noun,水曜日はバイトがあります。,I have a part-time job on Wednesdays.,2,93
二つ,two (things),Noun,ソフトクリームを二つください。,Please give me two ice cream cones.,2,94
今晩,"this evening, tonight",Noun,今晩のパーティーは何時からですか。,From what time is the party tonight?,2,95
千,thousand,Noun,千円貸してください。,Please lend me 1000 yen.,2,96
六つ,six (things),Noun,息子は六つになりました。,My son turned six.,2,97
六日,"six days, 6th of the month",Noun,六日前に日本に帰ってきました。,I came back to Japan six days ago.,2,98
お姉さん,older sister,Noun,昨日、あなたのお姉さんに会ったよ。,I met your older sister yesterday.,2,99
直る,"be repaired, return to normal",Verb,クーラーはまだ直りません。,The air conditioner hasn't been repaired yet.,2,100
易しい,"easy, simple",Adjective,この問題はかなり易しいです。,This problem is pretty easy.,2,101
辺,"vicinity, part",Noun,彼はこの辺に住んでいます。,He lives around here.,2,102
よう,"way, like, kind [the state of something]",Noun,彼女は眠いようです。,It looks like she's sleepy.,2,103
お兄さん,older brother,Noun,あなたのお兄さんは何歳?,How old's your big brother?,2,104
辛い,"spicy, salty",Adjective,彼は辛いものが好きです。,He likes spicy food.,2,105
八,eight,Noun,りんごを八個ください。,Please give me eight apples.,2,106
三日,"three days, 3rd of the month",Noun,手紙が届くのに三日かかりました。,It took three days for the letter to arrive.,2,107
あそこ,over there,Pronoun,あそこにバス停があります。,There's a bus stop over there.,2,108
来る,come,Verb,彼は昼過ぎに来ます。,He'll come after lunch.,2,109
前,"front, before",Noun,その店の前で会いましょう。,Let's meet in front of the shop.,2,110
五日,"five days, 5th of the month",Noun,五月五日は祝日です,May 5th is a holiday.,2,111
一杯,full,Adverb,プールは人で一杯です。,The pool is packed.,2,112
九,nine,Noun,野球は九人で1チームです。,In baseball there are nine people on one team.,2,113
酸っぱい,sour,Adjective,このぶどうは酸っぱいです。,These grapes are sour.,2,114
違う,"differ, be wrong",Verb,答えが違います。,That's the wrong answer.,2,115
細い,"thin, slender, narrow",Adjective,彼女は指が細いですね。,Her fingers are thin.,2,116
三つ,three (things),Noun,コップを三つ買いました。,I bought three glasses.,2,117
八日,"eight days, 8th of the month",Noun,八日からイギリスに行きます。,I go to England on the eighth.,2,118
高校生,high school student,Noun,私の弟は高校生です。,My little brother's a high school student.,2,119
上手,"skilled,&nbsp;good",Adjectival Noun,妹は歌が上手です。,My little sister can sing.,2,120
強い,strong,Adjective,今日は風が強い。,There's a strong wind today.,2,121
七,seven,Noun,バナナが七本あります。,There are seven bananas.,2,122
二十日,"20 days, 20th of the month",Noun,来月の二十日は弟の誕生日です。,The 20th of next month is my little brother's birthday.,2,123
左,left,Noun,そこを左に曲がってください。,Please turn left there.,2,124
二日,"two days, 2nd of the month",Noun,私は二日待った。,I waited two days.,2,125
四つ,four (things),Noun,私は腕時計を四つ持っています。,I have four wristwatches.,2,126
暖かい,warm,Adjective,このコートはとても暖かい。,This coat is really warm.,2,127
ある,"exist, possess",Verb,私の机の上に書類がたくさんあります。,There are a lot of documents on my desk.,2,128
良い,good,Adjective,彼女は良い友達です。,She's a good friend.,2,129
五つ,five (things),Noun,桃を五つください。,"I'd like five peaches, please.",2,130
妹,younger sister,Noun,私の妹は小学生です。,My little sister goes to elementary school.,2,131
上,"up, above",Noun,上を向いて。,Look up.,2,132
動く,move (が),Verb,動かないで。,Freeze!,2,133
駅,railway station,Noun,駅はどこですか。,Where's the station?,2,134
おいしい,tasty,Adjective,このケーキはおいしいね。,This cake is yummy.,2,135
大きい,big,Adjective,あの大きい建物は何ですか。,What's that big building?,2,136
弟,younger brother,Noun,弟は野球が好きです。,My little brother likes baseball.,2,137
男,"man, male",Noun,男の人が私たちに話しかけた。,This guy began talking to us.,2,138
大人,adult,Noun,お酒は大人になってから。,You can drink alcohol when you're an adult.,2,139
お願い,"request, wish",Verbal Noun,お願いがあります。,I have a favor to ask.,2,140
女,"woman, girl",Noun,店員は若い女の人でした。,The salesclerk was a young woman.,2,141
金,money,Noun,これはかなり金がかかった。,This cost quite a bit of money.,2,142
彼,"he, one's boyfriend",Noun,彼は私の上司です。,He's my senior.,2,143
昨日,yesterday,Noun,昨日、友達に会った。,I met a friend yesterday.,2,144
きれい,pretty,Adjectival Noun,彼女はとてもきれいだ。,She's very beautiful.,2,145
口,mouth,Noun,口を大きく開けてください。,"Open wide, please.",2,146
五,five,Noun,五人で旅行に行きました。,Five of us went on a trip.,2,147
